id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25727,25,80000,MORTGAGE,9.0,MEDICAL,A,12800,6.54,0.16,N,3,False
25728,25,48000,MORTGAGE,7.0,EDUCATION,D,10000,16.29,0.21,Y,3,False
25729,24,85392,RENT,8.0,EDUCATION,A,9600,7.29,0.11,N,3,False
25730,26,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,20000,6.17,0.27,N,4,False
25731,23,70000,RENT,5.0,EDUCATION,C,5400,13.49,0.08,Y,4,False
25732,22,40000,RENT,1.0,EDUCATION,B,4800,10.25,0.12,N,2,False
25733,26,42000,OWN,4.0,PERSONAL,B,2500,10.99,0.06,N,3,False
25734,32,55000,MORTGAGE,3.0,MEDICAL,A,3000,6.39,0.05,N,6,False
25735,22,49000,OWN,6.0,MEDICAL,D,7000,14.96,0.14,Y,3,False
25736,25,56500,MORTGAGE,9.0,EDUCATION,A,10000,9.32,0.18,N,3,False
25737,22,100000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4000,12.87,0.04,Y,2,False
25738,28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,10000,7.9,0.17,N,6,False
25739,25,69000,OWN,3.0,VENTURE,E,10000,17.14,0.14,Y,3,False
25740,25,42000,RENT,1.0,PERSONAL,B,13000,11.58,0.31,N,3,True
25741,24,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7200,10.65,0.11,N,2,False
25742,25,80000,MORTGAGE,9.0,EDUCATION,A,13000,6.03,0.16,N,2,False
25743,27,75000,MORTGAGE,6.0,MEDICAL,B,15000,10.99,0.2,N,7,False
25744,23,36000,MORTGAGE,7.0,PERSONAL,B,2400,11.49,0.07,N,3,False
25745,27,90000,MORTGAGE,4.0,PERSONAL,A,6000,7.51,0.07,N,8,False
25746,28,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,11.49,0.07,N,7,False
25747,23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.51,0.13,N,2,False
25748,25,90000,RENT,0.0,EDUCATION,B,5000,11.71,0.06,N,3,False
25749,24,65000,OWN,3.0,HOMEIMPROVEMENT,A,15000,6.17,0.23,N,3,False
25750,39,72000,MORTGAGE,17.0,EDUCATION,C,16000,14.72,0.22,Y,17,True
25751,27,100000,MORTGAGE,11.0,EDUCATION,B,12000,10.99,0.12,N,9,False
25752,36,60000,MORTGAGE,3.0,EDUCATION,A,6000,7.51,0.1,N,12,False
25753,32,80000,MORTGAGE,0.0,VENTURE,A,8000,7.88,0.1,N,9,False
25754,31,85000,RENT,2.0,MEDICAL,B,13000,12.42,0.15,N,7,False
25755,22,102000,MORTGAGE,2.0,EDUCATION,A,18000,8.49,0.18,N,4,False
25756,27,52000,MORTGAGE,11.0,VENTURE,A,10000,7.51,0.19,N,8,False
25757,36,47000,OWN,3.0,PERSONAL,A,5000,9.63,0.11,N,11,False
25758,25,78000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,6.99,0.1,N,3,False
25759,26,47000,OWN,2.0,EDUCATION,B,25000,11.11,0.53,N,4,False
25760,22,45000,RENT,3.0,DEBTCONSOLIDATION,C,12000,12.87,0.27,N,2,False
25761,23,90000,MORTGAGE,1.0,VENTURE,B,5500,10.71,0.06,N,4,False
25762,33,96000,RENT,3.0,VENTURE,C,12000,12.99,0.13,N,10,False
25763,22,24000,RENT,1.0,EDUCATION,B,3500,10.99,0.15,N,3,False
25764,26,50000,MORTGAGE,10.0,EDUCATION,B,10000,10.95,0.2,N,3,False
25765,23,37000,RENT,2.0,EDUCATION,B,6600,12.69,0.19,N,2,False
25766,24,60000,MORTGAGE,4.0,MEDICAL,B,2000,11.49,0.03,N,3,False
25767,26,84996,MORTGAGE,3.0,EDUCATION,A,10000,8.0,0.12,N,4,False
25768,32,56000,RENT,7.0,HOMEIMPROVEMENT,B,15000,10.39,0.28,N,7,False
25769,21,26400,MORTGAGE,5.0,PERSONAL,A,5000,7.51,0.19,N,3,False
25770,30,36000,RENT,3.0,PERSONAL,A,10000,5.99,0.28,N,9,False
25771,22,66000,MORTGAGE,4.0,VENTURE,B,10000,10.62,0.15,N,4,False
25772,24,90000,MORTGAGE,6.0,MEDICAL,B,15000,11.36,0.17,N,4,False
25773,26,41000,RENT,8.0,DEBTCONSOLIDATION,A,15000,6.17,0.37,N,3,True
25774,25,62400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.14,0.25,N,2,False
25775,22,60000,MORTGAGE,3.0,VENTURE,A,6000,7.88,0.1,N,4,False
25776,23,70000,RENT,3.0,PERSONAL,A,12000,6.03,0.17,N,4,False
25777,22,60000,RENT,6.0,EDUCATION,A,3600,7.49,0.06,N,2,False
25778,30,42000,RENT,2.0,PERSONAL,B,2000,9.25,0.05,N,8,False
25779,30,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,12000,15.58,0.3,N,7,False
25780,41,70000,RENT,2.0,VENTURE,C,4000,13.23,0.06,Y,11,False
25781,22,42000,RENT,6.0,DEBTCONSOLIDATION,B,4800,11.12,0.11,N,2,False
25782,36,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,7.29,0.24,N,15,False
25783,22,75000,RENT,0.0,EDUCATION,A,3500,9.32,0.05,N,4,False
25784,21,24996,RENT,2.0,MEDICAL,D,5000,14.09,0.2,N,3,True
25785,34,28704,RENT,0.0,MEDICAL,B,5000,9.63,0.17,N,10,False
25786,27,31200,RENT,5.0,EDUCATION,C,5000,13.99,0.16,Y,8,False
25787,30,72000,RENT,0.0,DEBTCONSOLIDATION,B,16000,11.99,0.22,N,6,False
25788,27,80000,MORTGAGE,11.0,MEDICAL,A,6000,7.9,0.07,N,5,False
25789,24,50000,MORTGAGE,8.0,EDUCATION,C,4500,12.99,0.09,N,4,False
25790,37,85000,RENT,1.0,HOMEIMPROVEMENT,C,9500,12.87,0.11,Y,12,False
25791,30,50000,MORTGAGE,0.0,EDUCATION,A,6000,6.05,0.12,N,10,False
25792,22,44004,OWN,6.0,MEDICAL,C,1200,13.11,0.03,N,2,False
25793,24,36000,RENT,5.0,MEDICAL,D,12000,16.32,0.33,Y,4,True
25794,25,42996,RENT,5.0,VENTURE,B,7200,9.62,0.17,N,2,False
25795,39,43200,MORTGAGE,2.0,PERSONAL,B,6000,10.59,0.14,N,14,False
25796,36,78000,MORTGAGE,4.0,EDUCATION,A,6000,7.14,0.08,N,13,False
25797,22,60000,MORTGAGE,6.0,MEDICAL,B,5000,12.69,0.08,N,2,False
25798,27,120000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,16000,7.49,0.13,N,7,False
25799,29,100000,MORTGAGE,7.0,MEDICAL,A,16500,7.88,0.17,N,6,False
25800,22,40000,OWN,4.0,VENTURE,C,8000,14.35,0.2,Y,4,False
25801,23,33996,RENT,3.0,PERSONAL,A,15000,6.17,0.44,N,3,True
25802,33,66000,RENT,9.0,EDUCATION,D,25000,15.33,0.38,Y,10,True
25803,31,31200,RENT,2.0,VENTURE,A,6800,7.9,0.21,N,6,False
25804,28,86000,RENT,7.0,DEBTCONSOLIDATION,B,4300,12.69,0.05,N,6,False
25805,25,52700,MORTGAGE,3.0,VENTURE,B,3200,10.37,0.06,N,4,False
25806,28,70000,MORTGAGE,4.0,VENTURE,B,25000,10.99,0.36,N,10,False
25807,25,40000,RENT,9.0,PERSONAL,A,13000,7.9,0.33,N,2,True
25808,27,60000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,6.03,0.1,N,9,False
25809,28,120000,MORTGAGE,12.0,PERSONAL,A,6000,5.42,0.05,N,5,False
25810,23,55000,RENT,2.0,MEDICAL,D,9000,15.65,0.16,N,4,True
25811,29,58000,MORTGAGE,13.0,VENTURE,A,12000,7.88,0.21,N,7,False
25812,26,49500,MORTGAGE,8.0,MEDICAL,C,1500,11.78,0.03,Y,4,False
25813,25,80000,RENT,3.0,PERSONAL,B,12000,11.71,0.15,N,4,False
25814,41,54000,RENT,5.0,HOMEIMPROVEMENT,B,6000,12.69,0.11,N,13,False
25815,24,60000,RENT,6.0,VENTURE,B,24000,10.99,0.42,N,2,True
25816,25,65000,MORTGAGE,9.0,VENTURE,A,13600,7.88,0.2,N,3,False
25817,27,52000,MORTGAGE,0.0,PERSONAL,A,6000,5.42,0.12,N,7,False
25818,26,120000,MORTGAGE,10.0,MEDICAL,B,8000,10.65,0.07,N,4,False
25819,25,50000,RENT,7.0,PERSONAL,A,10000,6.54,0.2,N,3,False
25820,23,34000,MORTGAGE,3.0,VENTURE,C,6800,12.53,0.2,Y,4,True
25821,22,51319,MORTGAGE,0.0,PERSONAL,A,4000,8.49,0.08,N,4,False
25822,28,52000,RENT,2.0,MEDICAL,B,8000,11.99,0.15,N,5,False
25823,43,48956,RENT,0.0,MEDICAL,B,2800,10.37,0.06,N,14,False
25824,37,74000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,9.63,0.14,N,17,False
25825,30,80000,MORTGAGE,2.0,PERSONAL,A,9600,6.99,0.11,N,9,False
25826,23,49000,RENT,2.0,EDUCATION,B,16000,11.99,0.33,N,4,True
25827,26,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,6.17,0.13,N,4,False
25828,37,26000,RENT,2.0,EDUCATION,B,7500,11.83,0.3,N,12,False
25829,23,84000,MORTGAGE,7.0,MEDICAL,B,12000,11.11,0.14,N,2,False
25830,53,75000,MORTGAGE,7.0,PERSONAL,B,20000,11.12,0.27,N,30,False
25831,30,40000,RENT,4.0,MEDICAL,A,9000,5.79,0.23,N,10,False
25832,58,20000,RENT,2.0,PERSONAL,A,4000,8.94,0.2,N,19,False
25833,23,45000,RENT,2.0,DEBTCONSOLIDATION,A,12000,7.88,0.27,N,3,False
25834,23,42000,RENT,7.0,EDUCATION,A,10000,7.49,0.24,N,3,False
25835,32,39000,RENT,3.0,DEBTCONSOLIDATION,A,9000,7.49,0.23,N,7,False
25836,32,27996,RENT,3.0,PERSONAL,B,10000,10.62,0.36,N,10,True
25837,25,66000,MORTGAGE,9.0,VENTURE,B,25000,10.99,0.38,N,4,False
25838,24,33000,RENT,2.0,MEDICAL,A,6800,7.51,0.21,N,3,False
25839,50,120000,MORTGAGE,19.0,HOMEIMPROVEMENT,C,25000,12.84,0.21,N,12,False
25840,23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,8.9,0.1,N,2,False
25841,22,80000,MORTGAGE,6.0,EDUCATION,B,24000,10.99,0.3,N,3,False
25842,25,35000,OWN,4.0,VENTURE,B,8000,10.38,0.23,N,2,False
25843,29,38000,RENT,0.0,EDUCATION,B,4000,11.89,0.11,N,5,False
25844,23,75000,RENT,0.0,EDUCATION,B,15000,10.37,0.2,N,3,False
25845,27,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,15000,16.35,0.34,N,10,True
25846,24,30000,RENT,1.0,VENTURE,B,10000,9.99,0.33,N,4,True
25847,25,60000,MORTGAGE,9.0,EDUCATION,A,9500,6.03,0.16,N,2,False
25848,21,38000,RENT,6.0,DEBTCONSOLIDATION,D,11750,15.95,0.29,Y,2,True
25849,26,70254,RENT,3.0,PERSONAL,A,3500,7.68,0.05,N,4,False
25850,22,56000,MORTGAGE,3.0,EDUCATION,A,8000,7.88,0.14,N,2,False
25851,22,36000,MORTGAGE,6.0,PERSONAL,D,10000,15.62,0.28,N,3,False
25852,25,65000,RENT,0.0,DEBTCONSOLIDATION,B,14400,12.18,0.22,N,3,False
25853,33,26400,RENT,1.0,EDUCATION,C,1500,13.61,0.06,N,7,False
25854,34,38400,MORTGAGE,17.0,VENTURE,A,6000,7.29,0.16,N,6,False
25855,23,96000,MORTGAGE,2.0,EDUCATION,A,12000,6.91,0.13,N,3,False
25856,23,91200,MORTGAGE,5.0,PERSONAL,B,12000,11.49,0.13,N,4,False
25857,25,50000,RENT,2.0,PERSONAL,B,20000,11.48,0.4,N,4,True
25858,27,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6500,8.0,0.07,N,7,False
25859,26,25000,RENT,2.0,PERSONAL,C,3000,11.66,0.12,N,4,False
25860,24,110000,MORTGAGE,8.0,PERSONAL,B,5000,11.11,0.05,N,2,False
25861,27,60000,RENT,2.0,MEDICAL,C,7000,13.49,0.12,N,7,False
25862,38,20000,RENT,2.0,VENTURE,D,1000,14.59,0.05,Y,15,False
25863,26,69000,MORTGAGE,10.0,MEDICAL,A,10000,8.94,0.14,N,4,False
25864,26,25000,RENT,3.0,VENTURE,B,3600,11.11,0.14,N,4,False
25865,26,100000,MORTGAGE,4.0,MEDICAL,B,15000,11.36,0.15,N,2,False
25866,25,65500,RENT,2.0,MEDICAL,C,8000,12.84,0.12,N,3,False
25867,27,60000,RENT,11.0,PERSONAL,B,10000,10.36,0.17,N,8,False
25868,29,45000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,0.11,N,9,False
25869,30,55680,RENT,4.0,DEBTCONSOLIDATION,D,4000,14.09,0.07,N,9,False
25870,22,141000,MORTGAGE,0.0,PERSONAL,A,15000,7.49,0.11,N,3,False
25871,23,39000,OWN,7.0,VENTURE,C,16000,13.49,0.41,Y,4,False
25872,28,45000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,9000,10.25,0.2,N,7,False
25873,25,54000,MORTGAGE,1.0,MEDICAL,B,12000,10.99,0.22,N,2,True
25874,24,80000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9000,10.99,0.11,N,4,False
25875,22,30000,RENT,2.0,DEBTCONSOLIDATION,B,3500,11.86,0.12,N,4,False
25876,24,115000,RENT,3.0,PERSONAL,B,28000,9.91,0.24,N,4,False
25877,27,32000,RENT,3.0,MEDICAL,D,5000,14.84,0.16,Y,5,False
25878,24,90000,RENT,6.0,EDUCATION,D,25000,14.09,0.28,Y,2,False
25879,22,62000,MORTGAGE,6.0,VENTURE,A,5000,6.03,0.08,N,3,False
25880,24,75000,RENT,0.0,VENTURE,A,12000,7.51,0.16,N,3,False
25881,22,130000,MORTGAGE,2.0,PERSONAL,B,10000,11.36,0.08,N,3,False
25882,26,67000,OWN,4.0,EDUCATION,B,3500,12.18,0.05,N,4,False
25883,21,34000,RENT,4.0,EDUCATION,B,10000,11.71,0.29,N,4,False
25884,22,38004,RENT,1.0,EDUCATION,B,3000,11.49,0.08,N,4,False
25885,22,50000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.71,0.24,N,4,False
25886,27,57000,MORTGAGE,11.0,VENTURE,C,7500,11.97,0.13,N,7,False
25887,35,72000,RENT,11.0,EDUCATION,C,6000,13.23,0.08,Y,7,False
25888,23,109000,RENT,5.0,DEBTCONSOLIDATION,A,12000,7.51,0.11,N,4,False
25889,28,52000,RENT,10.0,PERSONAL,B,7500,12.69,0.14,N,6,True
25890,22,40000,MORTGAGE,6.0,VENTURE,A,6000,7.66,0.15,N,2,False
25891,29,50000,RENT,2.0,HOMEIMPROVEMENT,A,3000,9.63,0.06,N,5,False
25892,25,48000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,12000,8.94,0.25,N,4,False
25893,54,30000,OWN,1.0,PERSONAL,B,2100,12.53,0.07,N,27,False
25894,27,84000,MORTGAGE,11.0,PERSONAL,A,6000,7.88,0.07,N,8,False
25895,29,90000,MORTGAGE,13.0,MEDICAL,B,12000,10.74,0.13,N,6,False
25896,22,47580,MORTGAGE,7.0,EDUCATION,C,21250,13.49,0.44,N,2,False
25897,23,45000,MORTGAGE,7.0,MEDICAL,C,2000,12.61,0.04,Y,4,False
25898,23,42000,RENT,0.0,EDUCATION,A,12800,7.51,0.3,N,3,False
25899,24,45000,MORTGAGE,6.0,PERSONAL,A,4800,7.88,0.11,N,2,False
25900,24,47000,RENT,8.0,MEDICAL,B,13000,11.36,0.29,N,2,False
25901,21,40000,OWN,0.0,EDUCATION,C,14000,13.22,0.35,Y,2,False
25902,30,70000,RENT,1.0,MEDICAL,C,10000,14.65,0.14,N,5,False
25903,23,49000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,5600,11.49,0.12,N,2,True
25904,22,42000,RENT,1.0,VENTURE,A,10000,7.51,0.24,N,2,False
25905,28,61000,MORTGAGE,12.0,MEDICAL,A,12000,6.17,0.2,N,8,False
25906,23,43000,RENT,7.0,MEDICAL,B,5000,11.71,0.12,N,3,False
25907,22,59363,RENT,3.0,EDUCATION,C,6000,13.22,0.1,N,4,False
25908,26,30000,MORTGAGE,3.0,MEDICAL,C,6000,14.22,0.2,N,2,False
25909,23,78300,MORTGAGE,7.0,EDUCATION,A,7000,6.03,0.09,N,3,False
25910,26,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8000,5.99,0.2,N,2,False
25911,31,53000,MORTGAGE,0.0,PERSONAL,E,12000,17.99,0.23,N,7,True
25912,23,85000,RENT,4.0,MEDICAL,B,6000,10.65,0.07,N,3,False
25913,48,50000,RENT,0.0,EDUCATION,B,10000,10.99,0.2,N,16,False
25914,23,130000,MORTGAGE,7.0,EDUCATION,C,5000,13.22,0.04,N,3,False
25915,23,57996,RENT,4.0,EDUCATION,C,5000,12.84,0.09,Y,2,False
25916,25,38400,RENT,6.0,DEBTCONSOLIDATION,B,2400,10.99,0.06,N,3,False
25917,30,30000,RENT,3.0,DEBTCONSOLIDATION,C,6000,14.79,0.2,N,8,False
25918,22,60500,RENT,3.0,EDUCATION,D,9000,14.11,0.15,N,4,False
25919,32,48000,RENT,1.0,DEBTCONSOLIDATION,B,10000,10.59,0.21,N,5,False
25920,22,30000,RENT,5.0,PERSONAL,A,10000,5.79,0.33,N,4,True
25921,32,53000,RENT,4.0,EDUCATION,B,15000,10.62,0.28,N,10,False
25922,21,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,3000,7.51,0.06,N,3,False
25923,31,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,9000,13.92,0.13,N,9,False
25924,44,40000,RENT,6.0,HOMEIMPROVEMENT,B,12000,10.65,0.3,N,11,False
25925,44,55000,MORTGAGE,4.0,VENTURE,B,5000,11.49,0.09,N,14,False
25926,24,40000,RENT,5.0,PERSONAL,A,2000,7.9,0.05,N,4,False
25927,26,110000,MORTGAGE,2.0,PERSONAL,B,25000,11.11,0.23,N,3,False
25928,34,65000,RENT,5.0,DEBTCONSOLIDATION,A,6500,8.9,0.1,N,5,False
25929,23,130000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.51,0.06,N,3,False
25930,22,60000,MORTGAGE,3.0,EDUCATION,A,5000,5.99,0.08,N,2,False
25931,32,62900,MORTGAGE,3.0,MEDICAL,D,20000,15.31,0.27,N,5,True
25932,23,44000,RENT,2.0,HOMEIMPROVEMENT,D,6000,16.29,0.14,N,4,True
25933,34,67500,RENT,3.0,DEBTCONSOLIDATION,A,7000,6.92,0.1,N,5,False
25934,42,160000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,14000,5.42,0.09,N,12,False
25935,28,41000,RENT,5.0,DEBTCONSOLIDATION,C,12000,12.87,0.29,Y,6,False
25936,27,120000,MORTGAGE,7.0,EDUCATION,A,10000,7.14,0.08,N,5,False
25937,24,54996,RENT,0.0,MEDICAL,C,12000,12.87,0.22,Y,2,False
25938,24,77000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,10.25,0.19,N,3,True
25939,37,70000,MORTGAGE,7.0,EDUCATION,B,20000,11.36,0.29,N,11,False
25940,34,70000,RENT,4.0,DEBTCONSOLIDATION,B,16000,10.62,0.23,N,5,False
25941,46,37290,RENT,16.0,DEBTCONSOLIDATION,B,5500,10.99,0.15,N,16,False
25942,24,48000,RENT,4.0,MEDICAL,D,6000,16.89,0.13,N,3,True
25943,24,48000,RENT,2.0,MEDICAL,A,5000,6.54,0.1,N,4,False
25944,24,40000,RENT,0.0,MEDICAL,C,4000,13.99,0.1,Y,2,False
25945,26,45432,RENT,3.0,VENTURE,A,8000,6.62,0.18,N,3,False
25946,23,33000,RENT,0.0,EDUCATION,B,6000,12.69,0.18,N,3,False
25947,24,30000,RENT,0.0,PERSONAL,B,3500,11.89,0.11,N,3,True
25948,30,35000,RENT,1.0,MEDICAL,B,8000,9.63,0.23,N,9,False
25949,24,36000,RENT,2.0,VENTURE,C,10000,14.72,0.28,Y,3,False
25950,34,44000,RENT,0.0,MEDICAL,C,7500,13.23,0.17,N,10,True
25951,25,30000,RENT,1.0,MEDICAL,C,5000,13.79,0.17,Y,3,False
25952,22,74196,RENT,5.0,VENTURE,B,18125,11.11,0.25,N,2,False
25953,24,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,9600,13.16,0.19,N,2,False
25954,23,55000,MORTGAGE,7.0,EDUCATION,A,10000,6.03,0.18,N,2,False
25955,29,42000,MORTGAGE,5.0,EDUCATION,A,2500,7.88,0.06,N,7,False
25956,23,65000,RENT,7.0,VENTURE,A,10000,7.51,0.15,N,4,False
25957,29,110000,MORTGAGE,13.0,PERSONAL,C,7500,13.98,0.07,Y,7,False
25958,23,42000,RENT,7.0,VENTURE,B,10000,9.96,0.24,N,2,False
25959,25,889000,MORTGAGE,9.0,EDUCATION,B,4000,11.49,0.05,N,3,False
25960,33,35000,OWN,5.0,PERSONAL,B,7200,11.99,0.21,N,6,False
25961,28,99800,MORTGAGE,11.0,PERSONAL,D,25000,15.33,0.25,N,9,False
25962,22,24000,RENT,0.0,EDUCATION,D,9600,14.61,0.39,N,4,True
25963,22,93240,MORTGAGE,6.0,PERSONAL,A,7000,9.63,0.08,N,4,False
25964,24,54000,OWN,8.0,EDUCATION,B,7000,9.91,0.13,N,2,False
25965,28,39456,OWN,12.0,VENTURE,A,12000,7.29,0.31,N,9,False
25966,42,63500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4500,7.49,0.07,N,14,False
25967,33,128000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,9600,7.29,0.07,N,10,True
25968,22,30000,RENT,1.0,EDUCATION,B,2000,12.18,0.07,N,4,False
25969,21,35000,RENT,5.0,PERSONAL,B,7200,11.99,0.21,N,3,False
25970,24,50000,RENT,3.0,HOMEIMPROVEMENT,B,5000,9.88,0.1,N,2,False
25971,27,62000,RENT,5.0,VENTURE,B,3000,10.65,0.05,N,6,False
25972,24,72000,MORTGAGE,8.0,PERSONAL,B,4200,9.99,0.06,N,3,False
25973,32,36000,RENT,9.0,DEBTCONSOLIDATION,B,7000,9.91,0.19,N,5,False
25974,45,100000,MORTGAGE,6.0,MEDICAL,C,6000,13.47,0.06,Y,17,False
25975,27,54516,RENT,6.0,VENTURE,D,5000,15.7,0.09,N,10,False
25976,24,33996,RENT,0.0,VENTURE,D,10000,14.96,0.29,Y,2,True
25977,22,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,3000,6.03,0.06,N,4,False
25978,24,30000,RENT,0.0,MEDICAL,C,3000,13.99,0.1,N,4,False
25979,31,75000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.65,0.13,N,5,False
25980,22,52780,RENT,3.0,MEDICAL,B,7000,9.91,0.13,N,4,False
25981,34,100000,MORTGAGE,17.0,VENTURE,A,12000,7.88,0.12,N,10,False
25982,23,51996,RENT,7.0,MEDICAL,A,1500,7.51,0.03,N,2,False
25983,23,38004,OWN,5.0,VENTURE,A,10000,7.88,0.26,N,3,False
25984,23,70000,RENT,0.0,VENTURE,B,10000,10.65,0.14,N,3,False
25985,24,84996,RENT,2.0,PERSONAL,C,4500,12.23,0.05,Y,4,False
25986,66,80000,RENT,0.0,PERSONAL,A,15000,7.9,0.18,N,24,False
25987,25,52000,RENT,1.0,HOMEIMPROVEMENT,A,9000,6.99,0.17,N,4,False
25988,22,48000,RENT,3.0,VENTURE,C,8000,12.99,0.17,Y,2,False
25989,32,98450,MORTGAGE,11.0,MEDICAL,B,21000,10.95,0.22,N,6,False
25990,22,55000,MORTGAGE,6.0,EDUCATION,A,7500,8.9,0.14,N,3,False
25991,44,60000,OWN,6.0,VENTURE,A,5000,6.03,0.08,N,11,False
25992,26,84000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,12.69,0.07,N,4,False
25993,25,57600,RENT,9.0,DEBTCONSOLIDATION,A,3000,6.62,0.05,N,3,False
25994,27,65000,RENT,6.0,EDUCATION,A,6000,8.49,0.09,N,9,False
25995,27,43000,OWN,11.0,PERSONAL,B,5000,10.99,0.12,N,8,False
25996,29,50000,RENT,2.0,VENTURE,A,4000,7.68,0.08,N,9,False
25997,22,40800,RENT,6.0,MEDICAL,D,3500,16.49,0.09,N,4,False
25998,40,53000,RENT,6.0,PERSONAL,C,6800,12.84,0.13,N,11,False
25999,23,63800,MORTGAGE,7.0,EDUCATION,B,5000,9.99,0.08,N,3,False
26000,23,44000,MORTGAGE,5.0,EDUCATION,C,5500,12.29,0.13,N,4,True
26001,22,20000,RENT,2.0,PERSONAL,B,5000,9.88,0.25,N,2,False
26002,25,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.83,0.38,N,3,False
26003,21,75000,OWN,5.0,EDUCATION,A,8000,7.51,0.11,N,4,False
26004,27,65000,MORTGAGE,3.0,EDUCATION,C,10000,13.49,0.15,Y,5,False
26005,27,42000,RENT,0.0,MEDICAL,C,4000,13.98,0.1,Y,7,False
26006,34,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,1500,6.03,0.03,N,7,False
26007,24,50000,RENT,8.0,EDUCATION,B,3000,10.99,0.06,N,3,False
26008,36,74360,MORTGAGE,0.0,EDUCATION,C,3000,14.35,0.04,N,13,False
26009,35,90000,MORTGAGE,7.0,MEDICAL,A,15000,6.91,0.17,N,8,False
26010,27,90000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,12000,10.74,0.13,N,6,False
26011,31,30000,RENT,0.0,MEDICAL,B,6000,12.42,0.2,N,6,False
26012,38,30000,RENT,4.0,EDUCATION,B,5000,9.63,0.17,N,15,False
26013,35,77500,RENT,3.0,DEBTCONSOLIDATION,B,7500,10.08,0.1,N,7,False
26014,30,57000,RENT,2.0,DEBTCONSOLIDATION,B,5500,9.25,0.1,N,9,False
26015,30,120000,RENT,14.0,EDUCATION,A,5000,8.0,0.04,N,6,False
26016,26,61440,MORTGAGE,8.0,PERSONAL,A,6000,7.9,0.1,N,3,False
26017,23,60000,MORTGAGE,7.0,MEDICAL,A,6000,8.9,0.1,N,4,False
26018,27,85000,MORTGAGE,3.0,MEDICAL,B,20000,10.36,0.24,N,9,False
26019,31,75000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10500,7.49,0.14,N,6,False
26020,28,62000,MORTGAGE,3.0,MEDICAL,B,2000,10.62,0.03,N,10,False
26021,24,78000,MORTGAGE,3.0,EDUCATION,A,8500,5.79,0.11,N,2,False
26022,26,122000,MORTGAGE,10.0,VENTURE,C,14000,13.48,0.11,N,4,False
26023,25,52000,OWN,9.0,VENTURE,A,10000,8.49,0.19,N,2,False
26024,22,47000,RENT,6.0,EDUCATION,B,17000,10.62,0.36,N,3,True
26025,31,85000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,10000,11.49,0.12,N,6,False
26026,25,85296,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,13.92,0.18,Y,4,False
26027,26,44000,OWN,10.0,PERSONAL,D,18225,14.61,0.41,Y,2,False
26028,27,59000,RENT,2.0,HOMEIMPROVEMENT,D,12000,15.99,0.2,Y,7,True
26029,27,61000,MORTGAGE,11.0,PERSONAL,A,4800,7.49,0.08,N,5,False
26030,45,19200,RENT,0.0,MEDICAL,B,2000,10.59,0.1,N,12,False
26031,23,91800,RENT,7.0,MEDICAL,E,15000,16.32,0.14,Y,4,True
